product_id,sku,title,slug,brand,category,price,currency,description,image_url,image_filename,available_countries,stock,is_available,tags,gender,color,size,material,rating,num_reviews,popularity_score,weight_kg,dimensions_cm,manufactured_date,genre,discount
2001078,REA-01078,Realme Smartphones Lite 973,realme-smartphones-lite-973,Realme,Smartphones,280,USD,"The Realme Smartphones Lite 973 brings crisp performance and a sleek design to your daily routine. With a powerful processor, ample storage, and a stunning display, it’s perfect for gaming, streaming, and multitasking on the go. Its long‑lasting battery keeps you connected all day, while the stylish build ensures a comfortable grip and a modern aesthetic. Experience premium features at an unbeatable price, making the Lite 973 the ultimate choice for tech enthusiasts who value quality without compromise.",https://picsum.photos/seed/realme-smartphones-lite-973/1200/1200,realme-smartphones-lite-973.jpg,"IN,CA,US",115,True,"fitness,travel,portable",Women,"Black, White, Blue, Red, Grey",Standard,Cotton,4.2,2011,62,0.61,59x20x26,09-10-2025,,12
2001079,REA-01079,Realme Smartphones Classic 9701,realme-smartphones-classic-9701,Realme,Smartphones,199,USD,"The Realme Smartphones Classic 9701 redefines everyday connectivity with a sleek, minimalist design that feels premium yet affordable. Powered by a robust processor and a crisp display, it delivers smooth multitasking and immersive media experiences. Its long‑lasting battery keeps you unplugged for days, while the dual‑camera setup captures vibrant photos in any light. Whether you’re gaming, streaming, or staying productive, this phone offers effortless performance that won’t break the bank.",https://picsum.photos/seed/realme-smartphones-classic-9701/1200/1200,realme-smartphones-classic-9701.jpg,IN,288,True,"wireless,casual,running",Men,"Black, Silver, Space Gray, Blue",Standard,Polyester,4.8,471,72,1.2,43x30x21,09-10-2025,,10
2001080,REA-01080,Realme Smartphones Classic 925,realme-smartphones-classic-925,Realme,Smartphones,199,USD,"The Realme Smartphones Classic 925 redefines everyday connectivity with its sleek chassis and crystal‑clear display, blending cutting‑edge performance with a premium finish. Powered by a robust processor and a long‑lasting battery, it keeps you productive and entertained from dawn till dusk. Its intuitive interface and stylish design make it the perfect companion for professionals, students, and tech enthusiasts alike, delivering a seamless user experience that feels both powerful and effortless.",https://picsum.photos/seed/realme-smartphones-classic-925/1200/1200,realme-smartphones-classic-925.jpg,"UK,US,DE,FR",158,True,"gaming,budget,running",Unisex,"Black, Silver, Space Gray",Standard,Polyester,4.2,2197,82,2.0,33x26x40,09-10-2025,,10
2001081,MAR-01081,Marshall Headphones Max 9601,marshall-headphones-max-9601,Marshall,Headphones,199,USD,"Immerse yourself in rich, room‑sounding audio with the Marshall Headphones Max 9601. Crafted with premium synthetic leather and a sleek matte finish, these headphones deliver crystal‑clear highs, punchy mids, and deep, resonant bass that feels like a live performance. The ergonomic design, adjustable headband, and cushioned ear cups ensure all‑day comfort, while the detachable cable and built‑in microphone make them ideal for music, gaming, and calls. Whether you’re at the gym or on the go, the Max 9601 offers unmatched versatility and style that’s unmistakably Marshall. Let every note transport you—experience audio that feels like it’s right in front of you.",https://picsum.photos/seed/marshall-headphones-max-9601/1200/1200,marshall-headphones-max-9601.jpg,"US,DE",190,True,"wireless,gaming,leather",Unisex,"Black, Silver, Blue, White",Standard,Metal,3.6,4167,83,1.43,29x11x10,09-10-2025,,10
2001082,MAR-01082,Marshall Headphones Pro 6976,marshall-headphones-pro-6976,Marshall,Headphones,199,USD,"Elevate your audio experience with the Marshall Headphones Pro 6976—where iconic style meets studio-grade clarity. These over‑the‑ear headphones deliver rich, punchy bass and crystal‑clear highs, wrapped in a lightweight, breathable design that’s perfect for long listening sessions. With intuitive controls, a detachable cable, and a sleek black finish, they’re the ultimate companion for music lovers and professionals alike.",https://picsum.photos/seed/marshall-headphones-pro-6976/1200/1200,marshall-headphones-pro-6976.jpg,US,292,True,"eco,office,gaming",Women,"Black, Silver, White, Space Gray",Standard,Polyester,3.5,1565,50,0.42,27x49x15,09-10-2025,,10
2001083,MAR-01083,Marshall Headphones Lite 5811,marshall-headphones-lite-5811,Marshall,Headphones,79,USD,"Step into a world where classic style meets modern sound with the Marshall Headphones Lite 5811. These earbuds deliver crisp, balanced audio and a comfortable fit that’s perfect for commuters, gym sessions, or daily commutes. The sleek, durable design features Marshall’s iconic logo, while the lightweight build ensures all‑day wear without fatigue. Elevate your listening experience and make every track feel like a live performance.",https://picsum.photos/seed/marshall-headphones-lite-5811/1200/1200,marshall-headphones-lite-5811.jpg,"US,FR",327,True,"premium,budget,urban",Women,"Black, Silver, Space Gray",Standard,Metal,4.0,4843,87,0.53,34x43x9,09-10-2025,,12
2001084,MAR-01084,Marshall Headphones Lite 4118,marshall-headphones-lite-4118,Marshall,Headphones,99,USD,"Experience crisp, studio‑grade sound with the Marshall Headphones Lite 4118. These lightweight, over‑ear headphones blend classic Marshall styling with modern comfort, featuring plush ear cushions and a flexible headband that adapts to every head shape. Whether you’re commuting, gaming, or simply relaxing, the rich mids and punchy highs deliver a listening experience that feels both powerful and personal. Built to last, the durable aluminum frame and detachable cable add practicality to the iconic design. With a sleek black finish and signature Marshall branding, these headphones are ready to turn up the volume on your day.",https://picsum.photos/seed/marshall-headphones-lite-4118/1200/1200,marshall-headphones-lite-4118.jpg,"AU,IN",321,True,"office,gaming,portable",Unisex,"Black, Silver, Space Gray",Standard,Mesh,3.6,4446,80,0.19,36x45x25,09-10-2025,,10
2001085,MAR-01085,Marshall Headphones Eco 3424,marshall-headphones-eco-3424,Marshall,Headphones,129,USD,"Experience music the way it was meant to be heard with the Marshall Headphones Eco 3424. These sleek earbuds deliver punchy bass, crystal‑clear highs, and a comfortable fit that stays put during your most demanding workouts or long commutes. With a stylish, minimalist design and the iconic Marshall aesthetic, they’re as much a fashion statement as they are a powerhouse of sound.",https://picsum.photos/seed/marshall-headphones-eco-3424/1200/1200,marshall-headphones-eco-3424.jpg,"IN,US,CA,AU",84,True,"office,wireless,gaming",Women,"Black, Silver, Space Gray",Standard,Denim,3.1,4257,66,1.79,55x27x34,09-10-2025,,12
2001086,MAR-01086,Marshall Headphones Edition 3148,marshall-headphones-edition-3148,Marshall,Headphones,199,USD,"Discover the Marshall Headphones Edition 3148 – a fusion of classic Marshall soundcraft and modern comfort. These earbuds deliver crisp, punchy audio with a lightweight design that feels almost invisible on your ears. Whether you’re on a commute, at the gym, or simply winding down, the Edition 3148 offers a rich, immersive experience that keeps you connected to the music you love. With its sleek, minimalist aesthetic and durable build, this pair is engineered for both style and performance.",https://picsum.photos/seed/marshall-headphones-edition-3148/1200/1200,marshall-headphones-edition-3148.jpg,"AU,DE,UK,CA",403,True,"eco,sport,gaming",Women,"Black, Silver, Space Gray",Standard,Metal,3.3,4788,87,1.3,18x60x21,09-10-2025,,12
2001087,MAR-01087,Marshall Headphones Lite 1314,marshall-headphones-lite-1314,Marshall,Headphones,79,USD,"Dive into crisp, studio‑grade audio with the Marshall Headphones Lite 1314. These lightweight earbuds deliver punchy bass and crystal‑clear highs, wrapped in a sleek, iconic Marshall design that feels as good as it sounds. Whether you’re commuting, working out, or streaming your favorite playlist, the comfortable fit and long‑lasting battery keep the music flowing without interruption. With a built‑in microphone and intuitive controls, staying connected has never sounded so good. Experience the perfect blend of performance and style without breaking the bank.",https://picsum.photos/seed/marshall-headphones-lite-1314/1200/1200,marshall-headphones-lite-1314.jpg,"UK,CA",445,True,"gaming,sport,fitness",Unisex,"Black, Silver, Space Gray",Standard,Resin,4.5,3323,72,3.1,24x33x12,09-10-2025,,12
2001088,MAR-01088,Marshall Headphones Edition 6737,marshall-headphones-edition-6737,Marshall,Headphones,199,USD,"Experience studio‑grade sound with the Marshall Headphones Edition 6737. These premium over‑ear headphones blend Marshall’s iconic design with cutting‑edge acoustic technology, delivering crisp highs, punchy mids, and deep, resonant bass that turns every track into a concert‑like experience. Whether you’re gaming, working, or simply enjoying a quiet moment, the comfortable memory‑foam ear cushions and adjustable headband keep you immersed for hours. The sleek matte finish and signature Marshall logo add a touch of style to any setting. Ready to elevate your audio experience?",https://picsum.photos/seed/marshall-headphones-edition-6737/1200/1200,marshall-headphones-edition-6737.jpg,US,435,True,"eco,fitness,running",Unisex,"Black, Silver, Red, White",Standard,Denim,4.1,1433,73,2.77,43x49x27,09-10-2025,,12
2001089,MAR-01089,Marshall Headphones X 2790,marshall-headphones-x-2790,Marshall,Headphones,199,USD,"Discover the Marshall Headphones X 2790, where classic rock‑inspired design meets cutting‑edge audio fidelity. These premium earbuds deliver crystal‑clear highs and deep, punchy bass, all wrapped in a lightweight, ergonomic shell that stays comfortable all day. Whether you’re jamming to your favorite tracks or navigating a busy commute, the X 2790 delivers uncompromising sound and a rugged build that’s ready for life on the go.",https://picsum.photos/seed/marshall-headphones-x-2790/1200/1200,marshall-headphones-x-2790.jpg,"DE,US,IN,FR",423,True,"casual,travel,eco",Men,"Black, Silver, Space Gray",Standard,Leather,4.0,2335,79,0.11,19x44x5,09-10-2025,,10
2001090,MAR-01090,Marshall Headphones Pro 1383,marshall-headphones-pro-1383,Marshall,Headphones,149,USD,"Elevate your audio experience with the Marshall Headphones Pro 1383, a blend of iconic design and crystal‑clear sound. These premium over‑the‑ear headphones feature plush leather ear cups, adjustable headband, and advanced noise‑cancellation for immersive listening. Whether you’re commuting, gaming, or relaxing, the Pro 1383 delivers rich bass, crisp highs, and a comfortable fit that stays put all day. With a robust build and classic Marshall styling, they’re the perfect companion for music lovers who demand both performance and style. Enjoy a new level of sound clarity and durability—crafted to last.",https://picsum.photos/seed/marshall-headphones-pro-1383/1200/1200,marshall-headphones-pro-1383.jpg,"UK,CA",152,True,"outdoor,casual,urban",Women,"Black, Silver, Space Gray",Standard,Mesh,4.4,3439,100,3.26,14x34x32,09-10-2025,,12
2001091,MAR-01091,Marshall Headphones Pro 5249,marshall-headphones-pro-5249,Marshall,Headphones,299,USD,"Immerse yourself in studio‑grade sound with the Marshall Headphones Pro 5249. These over‑the‑ear headphones deliver crisp highs and punchy lows, all wrapped in a rugged, leather‑trimmed design that screams classic Marshall style. Whether you're mixing tracks, gaming, or just streaming your favorite playlist, the Pro 5249 offers a comfortable, noise‑isolating fit that keeps distractions at bay. With its intuitive controls and long‑lasting battery, every listening session feels like a concert in your own living room.",https://picsum.photos/seed/marshall-headphones-pro-5249/1200/1200,marshall-headphones-pro-5249.jpg,DE,499,True,"daily,urban,running",Men,"Black, Silver, Space Gray",Standard,Canvas,4.4,2899,61,2.02,19x34x12,09-10-2025,,5
2001092,MAR-01092,Marshall Headphones Eco 4447,marshall-headphones-eco-4447,Marshall,Headphones,149,USD,"Immerse yourself in rich, room‑sounding audio with the Marshall Headphones Eco 4447. These ear‑sized wonders blend iconic Marshall craftsmanship with sustainable materials, delivering punchy bass and crystal‑clear highs for every beat. Whether you’re commuting, gaming, or simply relaxing, the ergonomic design and adaptive noise‑cancelling ensure comfort and focus. Elevate your listening experience with a pair that’s as stylish as it is eco‑friendly.",https://picsum.photos/seed/marshall-headphones-eco-4447/1200/1200,marshall-headphones-eco-4447.jpg,"CA,UK",344,True,"premium,urban,daily",Unisex,"Black, Silver, Space Gray",Standard,Mesh,4.3,2121,67,0.37,32x24x9,09-10-2025,,12
2001093,MAR-01093,Marshall Headphones Eco 1625,marshall-headphones-eco-1625,Marshall,Headphones,129,USD,"Experience the iconic Marshall sound with the Eco 1625 headphones, blending classic style with modern comfort. These lightweight, over-ear earbuds deliver crisp, balanced audio and a secure fit for all-day listening. Whether you're commuting, working out, or just relaxing, the Eco 1625 delivers a rich, immersive experience that feels like a concert in your ears. With its durable build and sleek design, these headphones are the perfect companion for music lovers on the go.",https://picsum.photos/seed/marshall-headphones-eco-1625/1200/1200,marshall-headphones-eco-1625.jpg,AU,100,True,"outdoor,running,wireless",Men,"Black, Silver, White, Blue",Standard,Resin,4.0,3442,96,2.64,32x59x14,09-10-2025,,10
2001094,MAR-01094,Marshall Headphones Sport 9903,marshall-headphones-sport-9903,Marshall,Headphones,120,USD,"Elevate your workout soundtrack with the Marshall Headphones Sport 9903. These sleek, over‑ear headphones deliver punchy bass and crystal‑clear highs, while the breathable mesh ear cups keep you cool during the most intense sessions. With a lightweight, adjustable headband and a built‑in mic, they’re ready for both music and calls. Whether you’re hitting the gym, running on the trail, or commuting to work, the Sport 9903 delivers uncompromising sound and comfort every step of the way.",https://picsum.photos/seed/marshall-headphones-sport-9903/1200/1200,marshall-headphones-sport-9903.jpg,"DE,US,CA",167,True,"office,casual,portable",Women,"Black, Silver, Space Gray",Standard,Leather,4.7,4050,100,2.0,16x24x12,09-10-2025,,12
2001095,MAR-01095,Marshall Headphones Pro 2764,marshall-headphones-pro-2764,Marshall,Headphones,219,USD,"Immerse yourself in studio‑grade sound with the Marshall Headphones Pro 2764. These lightweight, over‑the‑ear headphones blend iconic Marshall styling with cutting‑edge audio technology, delivering crisp highs and punchy lows that keep you moving. Whether you’re on a long commute or hitting the gym, the adjustable headband and plush ear cushions offer unmatched comfort. With a durable build and a sleek, matte finish, the Pro 2764 is the ultimate companion for music lovers who demand both style and performance.",https://picsum.photos/seed/marshall-headphones-pro-2764/1200/1200,marshall-headphones-pro-2764.jpg,"CA,IN,US",393,True,"urban,running,premium",Men,"Black, Silver, Space Gray, Blue",Standard,Resin,4.6,4104,100,2.03,33x41x1,09-10-2025,,10
2001096,MAR-01096,Marshall Headphones Classic 5881,marshall-headphones-classic-5881,Marshall,Headphones,129,USD,"Immerse yourself in the iconic sound of Marshall with the Classic 5881 headphones, where vintage design meets cutting‑edge audio fidelity. These lightweight, over‑ear wonders deliver crisp highs and rich, punchy bass that keeps you hooked from the first beat. The comfortable memory‑foam ear cushions and adjustable headband make them perfect for long listening sessions, while the detachable cable lets you switch between wired and wireless modes with ease. Whether you’re a music enthusiast or a daily commuter, the Classic 5881 delivers the Marshall sound signature without compromising on style.",https://picsum.photos/seed/marshall-headphones-classic-5881/1200/1200,marshall-headphones-classic-5881.jpg,"DE,UK",214,True,"casual,budget,gaming",Men,"Black, Silver, Space Gray",Standard,Canvas,3.9,2180,54,0.09,5x43x22,09-10-2025,,12
2001097,MAR-01097,Marshall Headphones Eco 8207,marshall-headphones-eco-8207,Marshall,Headphones,139,USD,"Experience music like never before with the Marshall Headphones Eco 8207—crafted for audiophiles who demand crisp sound and sleek style. These lightweight earbuds deliver powerful bass and crystal‑clear highs, wrapped in a durable, ergonomic design that stays comfortable all day. Whether you’re commuting, training, or just relaxing, the Eco 8207 keeps your soundtrack sharp and your head free from bulk.",https://picsum.photos/seed/marshall-headphones-eco-8207/1200/1200,marshall-headphones-eco-8207.jpg,"AU,IN,UK,US",200,True,"portable,premium,eco",Women,"Black, Silver, Space Gray",Standard,Mesh,4.2,1805,72,0.32,48x32x4,09-10-2025,,10
2001098,MAR-01098,Marshall Headphones Sport 8008,marshall-headphones-sport-8008,Marshall,Headphones,149,USD,"Elevate every workout with the Marshall Headphones Sport 8008, engineered to deliver studio‑grade sound while staying comfortably in place. Their lightweight, ergonomic design keeps you focused on the beat, not the fit, making them perfect for runners, gym sessions, or daily commutes. With a robust build and premium materials, these headphones resist sweat and vibration, ensuring long‑lasting performance. Whether you’re chasing personal bests or just need reliable audio on the go, the Sport 8008 delivers crisp highs, punchy bass, and crystal‑clear mids for an immersive experience. Let Marshall’s iconic sound signature transform your music into a personal soundtrack that keeps you moving.",https://picsum.photos/seed/marshall-headphones-sport-8008/1200/1200,marshall-headphones-sport-8008.jpg,"UK,DE,FR",489,True,"portable,budget,premium",Men,"Black, Silver, Red, Blue",Standard,Plastic,3.2,3697,81,3.37,27x31x17,09-10-2025,,10
2001099,MAR-01099,Marshall Headphones X 7658,marshall-headphones-x-7658,Marshall,Headphones,199,USD,"Immerse yourself in studio‑grade sound with the Marshall Headphones X 7658. These headphones combine Marshall’s iconic design with cutting‑edge noise‑cancelling technology, delivering crisp highs and rich, punchy bass that keeps you in the moment. Crafted from durable materials, they’re built to withstand everyday use while offering a lightweight, comfortable fit. Whether you’re commuting, gaming, or simply enjoying music, the X 7658 delivers uncompromised audio quality and a classic look that stands out.",https://picsum.photos/seed/marshall-headphones-x-7658/1200/1200,marshall-headphones-x-7658.jpg,"FR,US,IN,CA",451,True,"running,portable,eco",Women,"Black, Silver, Space Gray",Standard,Mesh,4.9,1221,78,3.24,15x41x8,09-10-2025,,10
2001100,MAR-01100,Marshall Headphones Pro 8471,marshall-headphones-pro-8471,Marshall,Headphones,199,USD,"Immerse yourself in studio‑grade sound with the Marshall Headphones Pro 8471. These premium earbuds deliver crisp highs, punchy mids, and deep bass, all wrapped in a sleek, ergonomic design that stays comfortable all day long. Whether you're on a commute or hitting the gym, the Pro 8471’s noise‑cancelling technology ensures you stay in the moment. With a durable build and a signature Marshall aesthetic, these headphones are the perfect blend of performance and style.",https://picsum.photos/seed/marshall-headphones-pro-8471/1200/1200,marshall-headphones-pro-8471.jpg,"US,IN,UK,AU",210,True,"daily,sport,eco",Unisex,"Black, Silver, Space Gray",Standard,Metal,3.5,3480,76,0.9,6x30x31,09-10-2025,,12
2001101,MAR-01101,Marshall Headphones 2025 3457,marshall-headphones-2025-3457,Marshall,Headphones,249,USD,"Immerse yourself in crystal‑clear audio with the Marshall Headphones 2025 3457. These premium earbuds blend iconic Marshall styling with cutting‑edge noise‑cancellation, delivering rich bass and crisp highs for every track. Designed for all‑day comfort, the ergonomic fit and breathable mesh keep you focused, whether commuting or training. With a sleek matte finish and intuitive controls, the 2025 3457 turns every listening session into a headline‑worthy experience.",https://picsum.photos/seed/marshall-headphones-2025-3457/1200/1200,marshall-headphones-2025-3457.jpg,"UK,AU",93,True,"daily,leather,urban",Men,"Black, Silver, Space Gray, Red",Standard,Denim,4.6,132,82,1.61,46x37x28,09-10-2025,,10
2001102,MAR-01102,Marshall Headphones Lite 3573,marshall-headphones-lite-3573,Marshall,Headphones,79,USD,"Experience Marshall’s iconic sound with the Headphones Lite 3573 – a lightweight, on‑the‑go companion that delivers crisp highs and punchy bass. Designed for everyday adventures, its breathable mesh ear cups and ergonomic fit keep you comfortable whether you’re commuting, working out, or winding down. With a sleek, minimalist aesthetic and a choice of classic black or bold white, these headphones blend style with performance, making them the perfect addition to any music lover’s gear.",https://picsum.photos/seed/marshall-headphones-lite-3573/1200/1200,marshall-headphones-lite-3573.jpg,DE,241,True,"leather,travel,urban",Unisex,"Black, White, Silver",Standard,Polyester,4.4,4126,100,3.46,6x52x21,09-10-2025,,10
2001103,MAR-01103,Marshall Headphones Lite 359,marshall-headphones-lite-359,Marshall,Headphones,129,USD,"Immerse yourself in crisp, room‑wide sound with the Marshall Headphones Lite 359, engineered to deliver studio‑grade clarity and a punchy bass that keeps your rhythm alive. These lightweight, over‑ear headphones feature a sleek, matte finish and comfortable memory‑foam ear cushions that make long listening sessions feel like a breeze. Whether you’re commuting, gaming, or just unwinding, the built‑in noise‑cancelling mic ensures crystal‑clear calls and effortless connectivity. Experience Marshall’s signature craftsmanship without the heavy price tag, and let every track feel like a live performance.",https://picsum.photos/seed/marshall-headphones-lite-359/1200/1200,marshall-headphones-lite-359.jpg,"UK,US",355,True,"outdoor,sport,budget",Women,"Black, Silver, Space Gray, Blue",Standard,Leather,4.1,3288,88,1.58,31x30x14,09-10-2025,,12
2001104,SON-01104,Sony Headphones Classic 1003,sony-headphones-classic-1003,Sony,Headphones,89,USD,"Experience crystal‑clear sound and sleek comfort with the Sony Headphones Classic 1003. These premium over‑ear headphones combine Sony’s renowned audio fidelity with a lightweight design, making them perfect for both travel and studio sessions. The ergonomic ear cushions and adjustable headband ensure a snug fit that stays comfortable all day, while the built‑in microphone delivers crisp, clear calls. Whether you’re listening to your favorite playlist or diving into a gaming session, the Sony Headphones Classic 1003 delivers immersive audio that feels like a personal concert. Upgrade your listening experience with Sony’s trusted craftsmanship and timeless style.",https://picsum.photos/seed/sony-headphones-classic-1003/1200/1200,sony-headphones-classic-1003.jpg,DE,98,True,"eco,fitness,daily",Women,"Black, Silver, Space Gray",Standard,Synthetic,4.6,1308,76,1.99,31x49x21,09-10-2025,,12
2001105,SON-01105,Sony Headphones Eco 3824,sony-headphones-eco-3824,Sony,Headphones,79,USD,"Experience immersive sound with the Sony Headphones Eco 3824, blending cutting‑edge audio technology with sleek, eco‑friendly design. These wireless earbuds deliver crisp highs, punchy bass, and a comfortable fit that stays secure during long listening sessions. Whether you’re commuting, working out, or simply relaxing, the Eco 3824’s adaptive noise‑cancelling keeps distractions at bay. With a battery life that lasts up to 20 hours on a single charge, you’ll stay powered throughout the day. Let Sony’s renowned craftsmanship elevate your everyday audio experience.",https://picsum.photos/seed/sony-headphones-eco-3824/1200/1200,sony-headphones-eco-3824.jpg,"CA,IN,FR,AU",87,True,"fitness,travel,budget",Unisex,"Black, Silver, Space Gray",Standard,Synthetic,4.1,1920,92,0.35,54x20x21,09-10-2025,,10
2001106,SON-01106,Sony Headphones Sport 9856,sony-headphones-sport-9856,Sony,Headphones,99,USD,"Experience unparalleled sound clarity with the Sony Headphones Sport 9856, engineered for athletes and music lovers alike. These lightweight, over-ear earbuds deliver crisp highs and rich bass while staying securely in place during even the most vigorous workouts. The sleek, ergonomic design ensures maximum comfort and sweat resistance, making them perfect for gym sessions, runs, or daily commutes. With up to 10 hours of battery life and a convenient charging case, you can stay powered up and in the zone all day long.",https://picsum.photos/seed/sony-headphones-sport-9856/1200/1200,sony-headphones-sport-9856.jpg,"DE,US,CA,UK",32,True,"office,daily,portable",Men,"Black, Silver, Space Gray",Standard,Resin,3.5,4974,83,3.36,22x19x36,09-10-2025,,12
2001107,SON-01107,Sony Headphones Edition 4554,sony-headphones-edition-4554,Sony,Headphones,199,USD,"Experience immersive sound with the Sony Headphones Edition 4554, engineered to deliver studio‑grade clarity and comfort for all-day listening. These sleek earbuds feature advanced noise‑cancellation and a lightweight design, making them perfect for commuting, workouts, or quiet focus. With an intuitive touch‑control interface and a battery life that outlasts your longest playlists, the 4554 keeps you connected without compromise. Whether you’re a music enthusiast or a casual listener, Sony’s commitment to quality ensures every note feels alive. Elevate your audio experience and let every beat resonate with precision.",https://picsum.photos/seed/sony-headphones-edition-4554/1200/1200,sony-headphones-edition-4554.jpg,"CA,AU",347,True,"running,wireless,gaming",Women,"Black, Silver, Space Gray",Standard,Metal,4.0,45,55,1.35,46x22x15,09-10-2025,,10
2001108,SON-01108,Sony Headphones Max 5632,sony-headphones-max-5632,Sony,Headphones,249,USD,"Experience cinema‑quality sound in the palm of your hands with the Sony Headphones Max 5632. These headphones deliver crystal‑clear audio and industry‑leading noise cancellation, letting you immerse yourself in music, podcasts, or calls without interruption. Crafted with a lightweight, breathable design and a comfortable over‑ear fit, they stay comfortable during long listening sessions. With up to 30 hours of battery life and quick‑charge technology, you’re ready to go from office to gym without missing a beat. The sleek, modern aesthetic makes them a stylish companion for any setting.",https://picsum.photos/seed/sony-headphones-max-5632/1200/1200,sony-headphones-max-5632.jpg,DE,333,True,"portable,outdoor,fitness",Women,"Black, Silver, Space Gray, Blue",Standard,Canvas,3.2,12,38,1.6,7x12x31,09-10-2025,,12
2001109,SON-01109,Sony Headphones Pro 9816,sony-headphones-pro-9816,Sony,Headphones,199,USD,"Immerse yourself in studio‑grade sound with the Sony Headphones Pro 9816. These lightweight, over‑ear marvels deliver crisp highs, deep bass, and adaptive noise cancellation that adapts to your environment. Whether you're commuting, gaming, or streaming, the ergonomic design keeps you comfortable for hours, while the sleek matte finish gives you a touch of sophistication. With a battery life that outlasts most competitors and a quick‑charge feature, the Pro 9816 is the ultimate companion for the modern audiophile. Experience audio perfection without compromise.",https://picsum.photos/seed/sony-headphones-pro-9816/1200/1200,sony-headphones-pro-9816.jpg,DE,450,True,"casual,premium,sport",Women,"Black, Silver, Space Gray",Standard,Canvas,4.3,537,65,1.44,38x15x39,09-10-2025,,10
2001110,SON-01110,Sony Headphones X 9016,sony-headphones-x-9016,Sony,Headphones,129,USD,"Experience audio like never before with the Sony Headphones X 9016—compact, lightweight, and engineered for crystal‑clear sound. These sleek earbuds deliver crisp highs and deep bass, making every playlist feel like a personal concert. With intuitive controls and a comfortable fit, they’re perfect for work, workouts, or winding down after a long day.",https://picsum.photos/seed/sony-headphones-x-9016/1200/1200,sony-headphones-x-9016.jpg,"CA,FR,IN",385,True,"sport,office,daily",Unisex,"Black, Silver, Space Gray",Standard,Canvas,4.0,4746,100,3.33,16x46x30,09-10-2025,,10
2001111,SON-01111,Sony Headphones Sport 1456,sony-headphones-sport-1456,Sony,Headphones,99,USD,"Elevate your workouts with Sony Headphones Sport 1456—designed to stay in place and deliver crisp, immersive sound even during the most intense sessions. These lightweight earbuds feature advanced noise isolation and a secure-fit silicone ear tip for unmatched stability. Built with sweat‑resistant materials, they’re ready to tackle every drop of perspiration. Whether you’re hitting the gym, running, or commuting, experience premium audio quality that keeps you focused and motivated.",https://picsum.photos/seed/sony-headphones-sport-1456/1200/1200,sony-headphones-sport-1456.jpg,AU,307,True,"fitness,daily,casual",Unisex,"Black, Silver, Space Gray",Standard,Plastic,3.3,4566,61,0.51,6x20x40,09-10-2025,,10
2001112,SON-01112,Sony Headphones Max 7476,sony-headphones-max-7476,Sony,Headphones,299,USD,"Experience immersive sound with the Sony Headphones Max 7476, engineered to deliver studio‑grade audio and cutting‑edge noise cancellation. These premium headphones feature a sleek, ergonomic design with plush memory‑foam ear cushions for all‑day comfort, while the high‑fidelity drivers bring every note to life. Whether you’re commuting, gaming, or streaming, the Max 7476 adapts with intelligent touch controls and a battery that lasts up to 30 hours. The lightweight aluminum frame and breathable mesh keep you cool during long sessions, and the integrated voice assistant lets you stay connected without reaching for your phone. Elevate your audio experience with Sony’s trusted craftsmanship and uncompromising performance.",https://picsum.photos/seed/sony-headphones-max-7476/1200/1200,sony-headphones-max-7476.jpg,"UK,AU,IN,FR",137,True,"leather,eco,fitness",Women,"Black, Silver, Space Gray",Standard,Polyester,4.3,2736,100,2.4,36x5x6,09-10-2025,,12
2001113,SON-01113,Sony Headphones Classic 180,sony-headphones-classic-180,Sony,Headphones,99,USD,"Experience immersive sound with the Sony Headphones Classic 180, a blend of sleek design and premium audio clarity. These over‑ear headphones deliver crisp highs and deep bass, making them perfect for music lovers and casual listeners alike. The comfortable, breathable ear cushions keep you comfortable during long listening sessions, while the durable build ensures they stand the test of time. Whether you're commuting, working out, or simply relaxing, the Classic 180 offers a versatile listening experience that feels like a personal concert.",https://picsum.photos/seed/sony-headphones-classic-180/1200/1200,sony-headphones-classic-180.jpg,"UK,AU,IN",110,True,"daily,travel,sport",Women,"Black, Silver, Space Gray",Standard,Cotton,3.9,2036,51,1.95,22x41x29,09-10-2025,,12
2001114,SON-01114,Sony Headphones X 964,sony-headphones-x-964,Sony,Headphones,229,USD,"Immerse yourself in cinematic sound with the Sony Headphones X 964. These sleek over‑ear headphones blend cutting‑edge noise cancellation with a breathable, ergonomic design, delivering crystal‑clear highs and punchy lows for every music lover. Whether you’re commuting, gaming, or simply unwinding, the X 964 adapts to your lifestyle with a battery life that lasts up to 40 hours on a single charge. Crafted from premium materials, they exude a stylish, professional look that complements any setting. Experience audio perfection—Sony’s promise of quality, now at your fingertips.",https://picsum.photos/seed/sony-headphones-x-964/1200/1200,sony-headphones-x-964.jpg,UK,470,True,"travel,premium,leather",Men,"Black, Silver, Space Gray",Standard,Mesh,3.7,1821,73,1.52,37x53x6,09-10-2025,,12
